#./transfer/case_3_50_10_5_2
set N0 = 0;
set N1 = 3  4  7  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  ;
set N2 = 8  5  6  1  2  46  49  47  48  50  ;
set Shared1:= 8  5  6  1  2  ;
set Shared2:= 46  49  47  48  50  ;
set Shared_Visited:= (8,46),(5,49),(6,47),(1,48),(2,50),;
param kn:= 10;
param dn:= 3;
param T:= 704;
param s_id:	1	2	3	:=
0	0	0	0	
1	125	125	125	
2	58	58	58	
3	66	66	66	
4	68	68	68	
5	36	36	36	
6	55	55	55	
7	93	93	93	
8	83	83	83	
9	65	65	65	
10	73	73	73	
11	67	67	67	
12	16	16	16	
13	17	17	17	
14	74	74	74	
15	83	83	83	
16	126	126	126	
17	118	118	118	
18	83	83	83	
19	91	91	91	
20	89	89	89	
21	102	102	102	
22	79	79	79	
23	58	58	58	
24	46	46	46	
25	75	75	75	
26	100	100	100	
27	53	53	53	
28	73	73	73	
29	130	130	130	
30	59	59	59	
31	37	37	37	
32	45	45	45	
33	33	33	33	
34	109	109	109	
35	66	66	66	
36	27	27	27	
37	68	68	68	
38	65	65	65	
39	81	81	81	
40	71	71	71	
41	44	44	44	
42	68	68	68	
43	41	41	41	
44	28	28	28	
45	69	69	69	
46	83	83	83	
47	55	55	55	
48	125	125	125	
49	36	36	36	
50	58	58	58	
;
param t_ij:  0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	:=
0	0	13	27	13	20	15	23	25	27	21	13	24	24	14	18	20	16	14	7	13	19	21	11	15	16	12	16	21	25	17	28	24	22	17	13	16	21	25	3	21	18	13	20	22	9	22	27	23	13	15	27
1	13	10000	23	14	33	26	25	15	16	33	20	31	31	24	30	26	10	26	18	18	6	18	13	26	27	12	18	15	36	27	36	37	16	26	24	18	33	20	15	30	24	13	19	32	21	32	16	25	10000	26	23
2	27	23	10000	15	39	27	11	34	36	45	19	50	50	25	38	46	33	36	33	17	25	41	16	41	31	33	40	8	37	43	54	41	8	43	39	14	33	4	28	48	43	35	8	48	29	49	36	11	23	27	10000
3	13	14	15	10000	27	16	12	28	29	32	8	37	36	14	25	33	22	23	19	5	19	30	2	27	19	21	27	10	27	29	40	29	12	29	25	5	23	13	14	34	30	23	7	34	16	35	29	12	14	16	15
4	20	33	39	27	10000	12	30	45	46	11	21	27	27	15	3	27	34	8	18	23	38	36	26	14	9	29	29	36	10	16	29	5	38	20	17	26	10	39	18	22	26	29	31	18	12	21	46	30	33	12	39
5	15	26	27	16	12	10000	18	39	41	21	9	33	32	3	11	31	30	13	17	12	31	35	16	20	4	26	30	25	11	22	36	14	27	25	20	14	8	27	14	29	29	27	20	26	9	28	41	18	26	10000	27
6	23	25	11	12	30	18	10000	38	40	38	11	46	46	16	29	43	34	29	29	11	29	41	13	35	22	32	38	14	26	37	50	31	16	38	34	8	23	13	24	43	40	34	7	42	22	43	40	10000	25	18	11
7	25	15	34	28	45	39	38	10000	2	42	34	35	34	38	42	30	12	37	28	32	10	15	27	35	40	17	21	27	49	35	39	49	26	32	32	32	46	31	27	35	28	18	32	39	34	38	2	38	15	39	34
8	27	16	36	29	46	41	40	2	10000	44	36	35	35	39	44	30	13	39	29	34	11	16	29	36	42	18	22	28	51	37	39	50	28	33	33	34	48	32	29	36	28	19	33	40	35	39	10000	40	16	41	36
9	21	33	45	32	11	21	38	42	44	10000	27	18	17	23	11	19	31	10	16	29	38	31	30	8	18	26	24	40	21	8	18	15	42	13	11	32	21	44	19	13	19	26	37	8	16	11	44	38	33	21	45
10	13	20	19	8	21	9	11	34	36	27	10000	36	35	6	19	33	27	18	18	3	25	33	8	24	12	24	29	16	19	26	39	23	19	28	23	6	16	19	14	32	30	26	11	31	12	32	36	11	20	9	19
11	24	31	50	37	27	33	46	35	35	18	36	10000	1	34	26	6	24	21	18	36	34	20	35	14	31	21	14	44	36	12	5	32	45	9	13	39	35	48	23	5	8	19	43	10	25	7	35	46	31	33	50
12	24	31	50	36	27	32	46	34	35	17	35	1	10000	33	25	5	24	21	18	36	34	20	34	13	30	20	14	43	36	11	5	31	44	8	13	38	35	48	22	5	8	18	43	10	25	7	35	46	31	32	50
