#./transfer/case_2_20_4_2_2
set N0 = 0;
set N1 = 1  2  5  6  7  8  9  10  11  12  13  14  15  16  17  18  ;
set N2 = 3  4  19  20  ;
set Shared1:= 3  4  ;
set Shared2:= 19  20  ;
set Shared_Visited:= (3,19),(4,20),;
param kn:= 4;
param dn:= 3;
param T:= 730;
param s_id:	1	2	3	:=
0	0	0	0	
1	58	58	58	
2	92	92	92	
3	52	52	52	
4	102	102	102	
5	61	61	61	
6	111	111	111	
7	32	32	32	
8	71	71	71	
9	63	63	63	
10	77	77	77	
11	24	24	24	
12	15	15	15	
13	79	79	79	
14	76	76	76	
15	46	46	46	
16	51	51	51	
17	84	84	84	
18	105	105	105	
19	52	52	52	
20	102	102	102	
;
param t_ij:  0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	:=
0	0	15	12	18	18	16	21	20	24	16	16	13	17	10	24	9	21	15	4	18	18
1	15	10000	23	30	4	12	17	14	38	11	16	9	31	11	37	10	23	20	15	30	4
2	12	23	10000	24	25	27	19	31	22	18	28	24	11	13	26	20	32	9	15	24	25
3	18	30	24	10000	33	23	38	26	16	33	20	23	18	28	9	20	18	31	15	10000	33
4	18	4	25	33	10000	15	17	16	42	11	19	12	34	13	41	14	26	22	19	33	10000
5	16	12	27	23	15	10000	28	5	35	22	5	4	31	19	31	7	11	28	13	23	15
6	21	17	19	38	17	28	10000	31	41	7	32	25	30	11	43	23	38	12	24	38	17
7	20	14	31	26	16	5	31	10000	39	24	7	7	35	23	34	11	12	32	17	26	16
8	24	38	22	16	42	35	41	39	10000	38	33	35	11	32	10	30	33	30	24	16	42
9	16	11	18	33	11	22	7	24	38	10000	25	18	28	7	39	17	31	12	19	33	11
10	16	16	28	20	19	5	32	7	33	25	10000	8	30	22	28	9	7	30	13	20	19
11	13	9	24	23	12	4	25	7	35	18	8	10000	29	16	31	5	14	25	12	23	12
12	17	31	11	18	34	31	30	35	11	28	30	29	10000	23	18	25	32	20	18	18	34
13	10	11	13	28	13	19	11	23	32	7	22	16	23	10000	33	13	28	10	13	28	13
14	24	37	26	9	41	31	43	34	10	39	28	31	18	33	10000	28	26	34	22	9	41
15	9	10	20	20	14	7	23	11	30	17	9	5	25	13	28	10000	15	21	7	20	14
16	21	23	32	18	26	11	38	12	33	31	7	14	32	28	26	15	10000	35	17	18	26
17	15	20	9	31	22	28	12	32	30	12	30	25	20	10	34	21	35	10000	19	31	22
18	4	15	15	15	19	13	24	17	24	19	13	12	18	13	22	7	17	19	10000	15	19
19	18	30	24	10000	33	23	38	26	16	33	20	23	18	28	9	20	18	31	15	10000	33
20	18	4	25	33	10000	15	17	16	42	11	19	12	34	13	41	14	26	22	19	33	10000
;
param w_id:	1	2	3	:=
1	1	1	0	
2	0	1	0	
3	1	0	1	
4	0	0	1	
5	0	0	1	
6	1	1	1	
7	1	0	1	
8	1	1	1	
9	1	0	1	
10	1	1	1	
11	1	1	0	
12	0	1	1	
13	1	1	1	
14	1	0	1	
15	1	0	1	
16	1	0	1	
17	0	1	1	
18	1	1	0	
19	1	0	1	
20	0	0	1	
;
param e_id:	1	2	3	:=
0	0	0	0	
1	0	0	0	
2	56	56	56	
3	305	305	305	
4	393	393	393	
5	485	485	485	
6	0	0	0	
7	135	135	135	
8	179	179	179	
9	297	297	297	
10	385	385	385	
11	0	0	0	
12	2	2	2	
13	399	399	399	
14	493	493	493	
15	654	654	654	
16	0	0	0	
17	86	86	86	
18	176	176	176	
19	305	305	305	
20	393	393	393	
;
param l_id:	1	2	3	:=
0	730	730	730	
1	99	99	99	
2	119	119	119	
3	387	387	387	
4	460	460	460	
5	616	616	616	
6	105	105	105	
7	264	264	264	
8	299	299	299	
9	410	410	410	
10	516	516	516	
11	75	75	75	
12	144	144	144	
13	479	479	479	
14	620	620	620	
15	715	715	715	
16	102	102	102	
17	133	133	133	
18	247	247	247	
19	387	387	387	
20	460	460	460	
;
param prefer_id:	1	2	3	4	:=
1		-9.73719		6.33885		7.96275		-6.70585
2		-6.80238		-0.351053		5.7713		4.66877
3		-2.70873		-7.23444		1.01149		1.44597
4		-2.09617		-5.77654		9.70191		-2.06416
5		9.68436		0.276004		5.32821		6.937
6		9.08798		0.712472		8.14769		-9.67958
7		9.75851		-6.22791		-0.687269		-0.951247
8		-9.94918		1.55451		7.12758		-9.42473
9		-0.621977		4.42717		-1.91812		-6.10767
10		6.28171		-7.92786		-3.90938		-6.55472
11		7.61228		9.25785		9.52828		-0.960986
12		3.4372		6.70266		9.21519		-3.02779
13		4.08202		-5.89803		6.14236		-2.41157
14		-1.44765		-6.38281		9.3011		-3.42188
15		-9.65748		3.33094		-9.45394		-3.15861
16		0.133606		4.77628		-0.934027		-9.12834
17		-0.260565		4.7261		9.64123		2.4499
18		-7.42377		2.3151		-7.95609		0.969326
19		-2.70873		-7.23444		1.01149		1.44597
20		-2.09617		-5.77654		9.70191		-2.06416
;
