#./transfer/case_2_20_4_2_4
set N0 = 0;
set N1 = 1  2  5  6  7  8  9  10  11  12  13  14  15  16  17  18  ;
set N2 = 3  4  19  20  ;
set Shared1:= 3  4  ;
set Shared2:= 19  20  ;
set Shared_Visited:= (3,19),(4,20),;
param kn:= 4;
param dn:= 3;
param T:= 730;
param s_id:	1	2	3	:=
0	0	0	0	
1	58	58	58	
2	92	92	92	
3	52	52	52	
4	102	102	102	
5	61	61	61	
6	111	111	111	
7	32	32	32	
8	71	71	71	
9	63	63	63	
10	77	77	77	
11	24	24	24	
12	15	15	15	
13	79	79	79	
14	76	76	76	
15	46	46	46	
16	51	51	51	
17	84	84	84	
18	105	105	105	
19	52	52	52	
20	102	102	102	
;
param t_ij:  0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	:=
0	0	15	12	18	18	16	21	20	24	16	16	13	17	10	24	9	21	15	4	18	18
1	15	10000	23	30	4	12	17	14	38	11	16	9	31	11	37	10	23	20	15	30	4
2	12	23	10000	24	25	27	19	31	22	18	28	24	11	13	26	20	32	9	15	24	25
3	18	30	24	10000	33	23	38	26	16	33	20	23	18	28	9	20	18	31	15	10000	33
4	18	4	25	33	10000	15	17	16	42	11	19	12	34	13	41	14	26	22	19	33	10000
5	16	12	27	23	15	10000	28	5	35	22	5	4	31	19	31	7	11	28	13	23	15
6	21	17	19	38	17	28	10000	31	41	7	32	25	30	11	43	23	38	12	24	38	17
7	20	14	31	26	16	5	31	10000	39	24	7	7	35	23	34	11	12	32	17	26	16
8	24	38	22	16	42	35	41	39	10000	38	33	35	11	32	10	30	33	30	24	16	42
9	16	11	18	33	11	22	7	24	38	10000	25	18	28	7	39	17	31	12	19	33	11
10	16	16	28	20	19	5	32	7	33	25	10000	8	30	22	28	9	7	30	13	20	19
11	13	9	24	23	12	4	25	7	35	18	8	10000	29	16	31	5	14	25	12	23	12
12	17	31	11	18	34	31	30	35	11	28	30	29	10000	23	18	25	32	20	18	18	34
13	10	11	13	28	13	19	11	23	32	7	22	16	23	10000	33	13	28	10	13	28	13
14	24	37	26	9	41	31	43	34	10	39	28	31	18	33	10000	28	26	34	22	9	41
15	9	10	20	20	14	7	23	11	30	17	9	5	25	13	28	10000	15	21	7	20	14
16	21	23	32	18	26	11	38	12	33	31	7	14	32	28	26	15	10000	35	17	18	26
17	15	20	9	31	22	28	12	32	30	12	30	25	20	10	34	21	35	10000	19	31	22
18	4	15	15	15	19	13	24	17	24	19	13	12	18	13	22	7	17	19	10000	15	19
19	18	30	24	10000	33	23	38	26	16	33	20	23	18	28	9	20	18	31	15	10000	33
20	18	4	25	33	10000	15	17	16	42	11	19	12	34	13	41	14	26	22	19	33	10000
;
param w_id:	1	2	3	:=
1	1	1	1	
2	1	1	1	
3	0	1	1	
4	0	0	1	
5	0	1	0	
6	1	0	1	
7	1	0	0	
8	0	1	1	
9	1	1	1	
10	0	1	1	
11	1	1	1	
12	0	1	1	
13	1	1	1	
14	1	0	1	
15	0	1	1	
16	1	1	1	
17	0	1	1	
18	1	1	0	
19	0	1	1	
20	0	0	1	
;
param e_id:	1	2	3	:=
0	0	0	0	
1	0	0	0	
2	0	0	0	
3	237	237	237	
4	251	251	251	
5	356	356	356	
6	0	0	0	
7	25	25	25	
8	136	136	136	
9	247	247	247	
10	365	365	365	
11	0	0	0	
12	0	0	0	
13	272	272	272	
14	435	435	435	
15	540	540	540	
16	0	0	0	
17	0	0	0	
18	95	95	95	
19	237	237	237	
20	251	251	251	
;
param l_id:	1	2	3	:=
0	730	730	730	
1	126	126	126	
2	140	140	140	
3	523	523	523	
4	562	562	562	
5	645	645	645	
6	125	125	125	
7	347	347	347	
8	399	399	399	
9	506	506	506	
10	630	630	630	
11	187	187	187	
12	247	247	247	
13	550	550	550	
14	710	710	710	
15	726	726	726	
16	135	135	135	
17	265	265	265	
18	345	345	345	
19	523	523	523	
20	562	562	562	
;
param prefer_id:	1	2	3	4	:=
1		-9.73719		6.33885		7.96275		-6.70585
2		-6.80238		-0.351053		5.7713		4.66877
3		-2.70873		-7.23444		1.01149		1.44597
4		-2.09617		-5.77654		9.70191		-2.06416
5		9.68436		0.276004		5.32821		6.937
6		9.08798		0.712472		8.14769		-9.67958
7		9.75851		-6.22791		-0.687269		-0.951247
8		-9.94918		1.55451		7.12758		-9.42473
9		-0.621977		4.42717		-1.91812		-6.10767
10		6.28171		-7.92786		-3.90938		-6.55472
11		7.61228		9.25785		9.52828		-0.960986
12		3.4372		6.70266		9.21519		-3.02779
13		4.08202		-5.89803		6.14236		-2.41157
14		-1.44765		-6.38281		9.3011		-3.42188
15		-9.65748		3.33094		-9.45394		-3.15861
16		0.133606		4.77628		-0.934027		-9.12834
17		-0.260565		4.7261		9.64123		2.4499
18		-7.42377		2.3151		-7.95609		0.969326
19		-2.70873		-7.23444		1.01149		1.44597
20		-2.09617		-5.77654		9.70191		-2.06416
;
